#Hybrid model for DM Sun simulation 
#High metallicity hybrid model (BS05(OP) + CONV + FON_AGS05) 
#Radius Density Electron density 
#(R_sun) (g/cm^3) (cm^-3/N_A) 
0.67094 0.2653 0.2276796641
0.67157 0.2639 0.2264993003
0.67222 0.2624 0.22523274560000003
0.67305 0.2605 0.22363052325000002
0.6736 0.2593 0.22262097779999998
0.67443 0.2574 0.2210204997
0.67526 0.2556 0.2195065962
0.67581 0.2544 0.21849754559999998
0.67637 0.2531 0.2174025229
0.67703 0.2517 0.21622754144999995
0.67777 0.2501 0.2148804178
0.67852 0.2485 0.21353791375000003
0.6789 0.2477 0.21286644440000002
0.67965 0.2461 0.21152331915000003
0.68033 0.2446 0.21026329660000004
0.68102 0.2432 0.20908888960000002
0.68148 0.2422 0.208249615
0.68194 0.2413 0.20749495585
0.68217 0.2408 0.2070746356
0.68263 0.2399 0.2063209571
0.68286 0.2394 0.20590051860000003
0.68332 0.2384 0.2050617864
0.68385 0.2373 0.20413803690000001
0.68439 0.2363 0.20330247725000003
0.68466 0.2357 0.20279910839999998
0.6852 0.2346 0.20187599790000002
0.68547 0.2341 0.20145744715
0.68574 0.2336 0.2010400144
0.68601 0.233 0.20053739150000002
0.68628 0.2325 0.20011867875
0.68655 0.2319 0.19961372249999998
0.68682 0.2314 0.199197219
0.68709 0.2309 0.19877938555
0.68736 0.2303 0.19827436685
0.68764 0.2298 0.19785757020000003
0.68804 0.229 0.1971869765
0.68845 0.2282 0.19651751069999998
0.68886 0.2274 0.1958489322
0.68927 0.2266 0.19517794449999998
0.68948 0.2262 0.19484472149999998
0.68969 0.2258 0.1945090876
0.68989 0.2254 0.1941757888
0.6901 0.225 0.19383907499999997
0.6903 0.2246 0.19350446689999998
0.69051 0.2243 0.19325609494999998
0.69072 0.2239 0.19292141989999997
0.69093 0.2235 0.19258570349999998
0.69127 0.2228 0.1920002394
0.69161 0.2222 0.1914998481
0.69196 0.2215 0.190913065
0.6923 0.2209 0.19041127155
0.69264 0.2202 0.1898255019
0.69299 0.2196 0.18932462639999997
0.69334 0.219 0.188823771
0.69368 0.2183 0.18823757955000003
0.69403 0.2177 0.18773860209999998
0.69438 0.2171 0.18723843775
0.69473 0.2164 0.1866508428
0.69508 0.2158 0.1861504827
0.69543 0.2152 0.18565121080000002
0.69578 0.2145 0.185065452
0.69613 0.2139 0.18456586095000002
0.69649 0.2133 0.1840640355
0.69675 0.2128 0.1836464
0.69702 0.2123 0.18322753184999999
0.69728 0.2118 0.1828097691
0.69755 0.2114 0.1824781546
0.69782 0.2109 0.1820602686
0.69809 0.2104 0.1816422124
0.69835 0.21 0.181309485
0.69862 0.2095 0.18089130850000001
0.69889 0.209 0.180475262
0.69916 0.2086 0.1801433095
0.69943 0.2081 0.17972400425
0.6997 0.2076 0.1793045352
0.69997 0.2072 0.17897355839999998
0.70024 0.2067 0.17855810505
0.70051 0.2062 0.1781394792
0.70078 0.2058 0.17780728980000002
0.70106 0.2053 0.17738751465
0.70133 0.2049 0.17705829045
0.7016 0.2044 0.1766393118
0.70187 0.204 0.176306898
0.70214 0.2035 0.175889934
0.70241 0.203 0.17547299700000002
0.70269 0.2026 0.1751392921
0.70296 0.2021 0.17472312980000002
0.70323 0.2017 0.17439143359999998
0.70351 0.2012 0.17397411899999998
0.70378 0.2008 0.17364230200000003
0.70406 0.2003 0.17322484810000002
0.70433 0.1999 0.17289281034999998
0.70461 0.1994 0.1724743201
0.70488 0.199 0.172144154
0.70516 0.1985 0.17172552600000002
0.70543 0.1981 0.17139324755000002
0.70571 0.1977 0.1710628905
0.70599 0.1972 0.170646034
0.70627 0.1968 0.17031357360000002
0.70655 0.1963 0.16989558885
0.70682 0.1959 0.1695649671
0.7071 0.1954 0.16914673989999998
0.70738 0.195 0.1688160825
0.70766 0.1946 0.1684841935
0.70794 0.1941 0.1680667257
0.70822 0.1937 0.16773587090000003
0.70851 0.1933 0.16740582195
0.70879 0.1928 0.1669882252
0.70907 0.1924 0.16665707239999997
0.70935 0.192 0.166325856
0.70963 0.1915 0.16590707825
0.70991 0.1911 0.165576684
0.71018 0.1907 0.16524717565
0.71046 0.1903 0.164914826835
0.71073 0.1899 0.16458423160500002
0.71101 0.1894 0.16416688196
0.71128 0.189 0.1638352926
0.71156 0.1886 0.16350353551
0.71184 0.1882 0.16317360627
0.71212 0.1878 0.16284265703999998
0.71239 0.1874 0.16251268032000002
0.71267 0.187 0.16218439875
0.71323 0.1862 0.16152397534
0.71351 0.1858 0.16119360487
0.71407 0.185 0.16049955275000002
0.71444 0.1845 0.160065770175
0.71481 0.184 0.15963198760000002
0.71519 0.1835 0.159198205025
0.71557 0.183 0.15876442245000003
0.71604 0.1823 0.15815712684500002
0.71652 0.1817 0.15763658775500003
0.71723 0.1807 0.15676902260500003
0.71795 0.1798 0.15598821397
0.71867 0.1788 0.15512064882
0.71939 0.1779 0.15433984018500002
0.71988 0.1772 0.15373254458000002
0.7206 0.1763 0.15295173594500003
0.72133 0.1753 0.15208417079500003
0.72182 0.1747 0.151563631705
0.72256 0.1737 0.150696066555
0.72329 0.1728 0.14991525792000002
0.72375 0.1722 0.14939471883000002
0.7242 0.1716 0.14887417974000003
0.72488 0.1707 0.148093371105
0.72557 0.1698 0.14731256247000002
0.72626 0.1689 0.14653175383500003
0.72695 0.1681 0.14583770171500002
0.72741 0.1675 0.14531716262500002
0.72811 0.1666 0.14453635399
0.72857 0.166 0.14401581490000004
0.72927 0.1651 0.14323500626500002
0.72997 0.1642 0.14245419763000003
0.73089 0.1631 0.14149987596500002
0.73155 0.1623 0.140805823845
0.7322 0.1615 0.14011177172500003
0.73264 0.1609 0.139591232635
0.7333 0.1601 0.13889718051500002
0.73396 0.1593 0.138203128395
0.7344 0.1588 0.13776934582000003
0.73507 0.1579 0.13698853718500004
0.73618 0.1566 0.13586070249
0.73685 0.1558 0.13516665037
0.73796 0.1544 0.13395205916000003
0.739 0.1532 0.13291098098
0.73963 0.1524 0.13221692886000003
0.74026 0.1517 0.13160963325500002
0.74132 0.1504 0.13048179856000003
0.74195 0.1497 0.12987450295500003
0.74302 0.1484 0.12874666826000003
0.74366 0.1477 0.12813937265500003
0.74473 0.1464 0.12701153796000003
0.74536 0.1457 0.126404242355
0.74642 0.1445 0.125363164175
0.74705 0.1438 0.12475586857000003
0.74812 0.1425 0.123628033875
0.74919 0.1413 0.12258695569500003
0.75006 0.1403 0.12171939054500003
0.75136 0.1389 0.12050479933500001
0.75249 0.1376 0.11937696464000001
0.75306 0.137 0.11885642555000002
0.75421 0.1357 0.11772859085500001
0.75536 0.1344 0.11660075616000001
0.75632 0.1334 0.11573319101000001
0.7571 0.1325 0.11495238237500002
0.75845 0.1311 0.113737791165
0.75941 0.13 0.11278346950000002
0.76005 0.1293 0.11217617389500001
0.76134 0.128 0.11104833920000001
0.76265 0.1266 0.10983374799000001
0.76339 0.1258 0.10913969587000001
0.76489 0.1242 0.10775159163000002
0.76565 0.1234 0.10705753951000001
0.76717 0.1218 0.10566943527000001
0.76871 0.1203 0.10436808754500002
0.77015 0.1188 0.10306673982000002
0.77088 0.1181 0.10245944421500001
0.77234 0.1166 0.10115809649000002
0.77308 0.1158 0.10046404437000002
0.77456 0.1144 0.09924945316000001
0.77595 0.113 0.09803486195000001
0.77736 0.1116 0.09682027074000002
0.77878 0.1102 0.09560567953000002
0.78021 0.1088 0.09439108832000001
0.78156 0.1075 0.09326325362500001
0.78292 0.1062 0.09213541893000002
0.78429 0.1049 0.09100758423500001
0.78568 0.1036 0.08987974954000001
0.78699 0.1024 0.08883867136000001
0.7883 0.1012 0.08779759318000001
0.78963 0.09999 0.08674783934850001
0.79097 0.09877 0.08568940986550001
0.79224 0.09763 0.08470038559450001
0.79351 0.09648 0.08370268567200001
0.7948 0.09533 0.08270498574950001
0.7961 0.09418 0.08170728582700001
0.79854 0.09204 0.07985069640600001
0.80102 0.0899 0.077994106985
0.80338 0.08788 0.07624162538200001
0.80578 0.08586 0.07448914377900001
0.80808 0.08395 0.0728320943425
0.81041 0.08204 0.07117504490600002
0.81264 0.08023 0.0696047519845
0.8149 0.07842 0.06803445906300001
0.81706 0.07672 0.06655959830800001
0.81926 0.075 0.06506738625000001
0.82136 0.07339 0.06367060635850001
0.8235 0.07176 0.062256475164000014
0.82554 0.07023 0.06092910048450001
0.82761 0.06869 0.059593050153500006
0.8296 0.06724 0.058335080686000004
0.83161 0.06578 0.05706843556700001
0.83354 0.0644 0.055871195660000005
0.8355 0.06301 0.054665280101500006
0.83738 0.0617 0.053528769755000004
0.83929 0.06038 0.05238358375700001
0.84111 0.05913 0.05129912731950001
0.84297 0.05788 0.05021467088200001
0.84474 0.05669 0.0491822683535
0.84655 0.0555 0.048149865825000006
0.84826 0.05438 0.047178192857000006
0.85 0.05325 0.04619784423750001
0.85167 0.05219 0.045278225178500005
0.85336 0.05112 0.044349930468
0.85498 0.0501 0.043465014015000004
0.85663 0.04908 0.042580097562000006
0.85821 0.04811 0.041738559366500005
0.85982 0.04713 0.040888345519500005
0.86136 0.04621 0.04009018558150001
0.86293 0.04528 0.039283349992000005
0.86443 0.04439 0.03851121700850001
0.86595 0.04351 0.03774775967650001
0.86741 0.04266 0.037010329299
0.8689 0.04181 0.036272898921500006
0.87033 0.04101 0.0355788468015
0.87178 0.0402 0.034876119030000007
0.87317 0.03943 0.0342080938645
0.87458 0.03865 0.033531393047500004
0.87593 0.03791 0.032889394836500004
0.87731 0.03717 0.032247396625500004
0.87863 0.03647 0.03164010102050001
0.87997 0.03576 0.031024129764000003
0.88126 0.03508 0.030434185462000003
0.88257 0.0344 0.029844241160000003
0.88382 0.03376 0.029288999464
0.88508 0.03312 0.028733757768000003
0.8863 0.0325 0.028195867375000006
0.88753 0.03189 0.027666652633500006
0.88871 0.0313 0.027154789195000004
0.88992 0.03071 0.026642925756500006
0.89107 0.03014 0.026148413621000004
0.89225 0.02958 0.025662577137000004
0.89338 0.02904 0.025194091956000003
0.89452 0.02849 0.024716931123500003
0.89563 0.02797 0.0242657972455
0.89674 0.02745 0.023814663367500002
0.89782 0.02696 0.023389556444000006
0.89891 0.02645 0.022947098217500003
0.89996 0.02598 0.022539342597000002
0.90103 0.0255 0.022122911325
0.90205 0.02504 0.021723831356000003
0.90309 0.02458 0.021324751387000004
0.90409 0.02414 0.020943022721000005
0.90511 0.02369 0.020552618403500002
0.90609 0.02327 0.020188241040500002
0.90708 0.02285 0.0198238636775
0.90803 0.02244 0.019468161966000003
0.909 0.02203 0.019112460254500002
0.90996 0.02163 0.018765434194500004
0.91093 0.02123 0.018418408134500002
0.91217 0.02072 0.017975949908000003
0.91362 0.02013 0.0174640864695
0.91453 0.01976 0.017143087364
0.91545 0.0194 0.016830763910000004
0.91633 0.01905 0.016527116107500003
0.91723 0.0187 0.016223468305000002
0.91809 0.01836 0.015928496154000004
0.91897 0.01802 0.015633524003000002
0.91981 0.0177 0.015355903155000003
0.92067 0.01737 0.015069606655500003
0.92149 0.01706 0.014800661459000001
0.92232 0.01675 0.014531716262500003
0.92313 0.01645 0.0142714467175
0.92394 0.01615 0.014011177172500004
0.92472 0.01587 0.0137682589305
0.92551 0.01558 0.013516665037000003
0.92627 0.01531 0.013282422446500002
0.92704 0.01503 0.013039504204500002
0.92778 0.01477 0.012813937265500001
0.92853 0.0145 0.012579694675000003
0.92925 0.01425 0.012362803387500003
0.92999 0.014 0.012145912100000001
0.9307 0.01375 0.011929020812500002
0.93142 0.01351 0.011720805176500001
0.93211 0.01327 0.011512589540500003
0.93281 0.01304 0.011313049556000002
0.93348 0.01281 0.011113509571500002
0.93417 0.01258 0.010913969587000001
0.93483 0.01237 0.010731780905500003
0.9355 0.01215 0.010540916572500001
0.93614 0.01194 0.010358727891000001
0.9368 0.01173 0.010176539209500002
0.93742 0.01153 0.010003026179500002
0.93806 0.01132 0.009820837498000001
0.93868 0.01113 0.0096560001195
0.9393 0.01093 0.009482487089500002
0.93991 0.01075 0.0093263253625
0.94052 0.01056 0.009161487984
0.9411 0.01038 0.009005326257000002
0.94169 0.0102 0.008849164530000002
0.94226 0.01003 0.008701678454500001
0.94283 0.009853 0.008548119422950001
0.94339 0.009687 0.00840410360805
0.94396 0.00952 0.008259220228000002
0.9445 0.00936 0.008120409804
0.94505 0.009198 0.0079798642497
0.94558 0.009044 0.007846259216600001
0.94612 0.008889 0.0077117866183500005
0.94664 0.00874 0.007582519411000001
0.94717 0.00859 0.007452384638500001
0.94768 0.008446 0.007327455256900001
0.94819 0.008301 0.007201658310150001
0.94869 0.008163 0.007081934319450001
0.94919 0.008023 0.006960475198450002
0.94968 0.007889 0.006844221468350001
0.95017 0.007755 0.006727967738250001
0.95065 0.007626 0.006616051833900001
0.95113 0.007496 0.006503268364400001
0.95159 0.007371 0.006394822720650001
0.95206 0.007246 0.0062863770769
0.95252 0.007126 0.006182269258900001
0.95298 0.007004 0.006076426310600001
0.95342 0.006889 0.005976656318350001
0.95387 0.006774 0.005876886326100001
0.9543 0.006663 0.00578058659445
0.95473 0.006551 0.005683419297650001
0.95515 0.006444 0.005590589826600001
0.95558 0.006336 0.0054968927904
0.95641 0.006128 0.0053164392392
0.95722 0.005927 0.0051420586440500005
0.95802 0.005733 0.004973751004950001
0.95879 0.005546 0.004811516321900001
0.95955 0.005365 0.004654487029750001
0.9603 0.00519 0.004502663128500001
0.96103 0.00502 0.004355177053000001
0.96174 0.004857 0.004213763933550001
0.96244 0.004699 0.00407668863985
0.96313 0.004543 0.003941348476450001
0.9636 0.00444 0.0038519892660000008
0.96388 0.004378 0.0037982002267000006
0.96455 0.004232 0.0036715357148
0.96521 0.00409 0.0035483414635000005
0.96585 0.003953 0.0034294850379500003
0.96647 0.003822 0.0033158340033
0.96708 0.003695 0.00320565322925
0.96768 0.003573 0.0030998102809500004
0.96826 0.003454 0.0029965700281000002
0.96883 0.00334 0.0028976676010000007
0.96939 0.003229 0.0028013678693500003
0.96994 0.003122 0.0027085383983000005
0.97048 0.003018 0.0026183116227000004
0.971 0.002918 0.0025315551077000004
0.97152 0.002821 0.0024474012881500005
0.97202 0.002727 0.0023658501640500002
0.97251 0.002636 0.0022869017354
0.97299 0.002549 0.0022114235673500004
0.97346 0.002465 0.0021385480947500005
0.97392 0.002384 0.0020682753176
0.97437 0.002305 0.0019997376707500004
0.9748 0.00223 0.0019346702845000005
0.97523 0.002157 0.0018713380285500002
0.97565 0.002086 0.0018097409029000004
0.97606 0.002018 0.0017507464727
0.97646 0.001952 0.0016934871728000003
0.97686 0.001888 0.0016379630032000003
0.97724 0.001826 0.0015841739639
0.97763 0.001765 0.0015312524897500002
0.978 0.001707 0.0014809337110500002
0.97837 0.001651 0.0014323500626500002
0.97872 0.001597 0.00138550154455
0.97908 0.001544 0.0013395205916000002
0.97942 0.001493 0.0012952747689500001
0.97976 0.001444 0.0012527640766000002
0.98009 0.001397 0.0012119885145500003
0.98042 0.001351 0.0011720805176500002
0.98073 0.001307 0.0011339076510500001
0.98105 0.001264 0.0010966023496000001
0.98135 0.001223 0.0010610321784500002
0.98166 0.001183 0.0010263295724500002
0.98195 0.001145 0.0009933620967500002
0.98223 0.001108 0.0009612621862000001
0.98251 0.001073 0.00093089740595
0.9828 0.001038 0.0009005326257000002
0.98292 0.001023 0.0008875191484500001
0.9831 0.001 0.0008675651500000001
0.98338 0.0009674 0.0008392825261100001
0.9854166666666667 0.0007546 0.0005426518495189288
0.990176724137931 0.0003045 0.00019569964713597892
0.993271551724138 0.0001142 6.164869619405965e-05
0.9942816091954023 4.078e-05 1.7631235464234195e-05
0.9969439655172414 1.397e-05 4.621076903642719e-06
0.9978333333333333 6.131e-06 1.5967229627922722e-06
0.9980919540229886 4.649e-06 1.1050573911372767e-06
0.9981738505747126 4.239e-06 9.7620605634127e-07
0.9982543103448276 3.864e-06 8.614572033703571e-07
0.9983318965517242 3.523e-06 7.596180461080045e-07
0.9984094827586207 3.212e-06 6.686048679310003e-07
0.9984841954022988 2.928e-06 5.880511196026547e-07
0.9985574712643678 2.669e-06 5.166713555877438e-07
0.9986294540229885 2.434e-06 4.534262767461745e-07
0.9986997126436782 2.219e-06 3.9718580836092155e-07
0.9987682471264367 2.023e-06 3.474568207454016e-07
0.9988353448275863 1.844e-06 3.045443229349603e-07
0.9989008620689656 1.682e-06 2.65284650846491e-07
0.9989649425287356 1.535e-06 2.3062848130831686e-07
0.9990274425287357 1.4e-06 1.9998668734126717e-07
0.9990886494252873 1.278e-06 1.7309605914036644e-07
0.9991482758620689 1.167e-06 1.4939959486447207e-07
0.9992066091954024 1.066e-06 1.3062953312608204e-07
0.9992633620689656 9.735e-07 1.1238072172966757e-07
0.9993188218390805 8.899e-07 9.601860071503857e-08
0.9993729885057471 8.139e-07 8.163071568387545e-08
0.9994255747126436 7.447e-07 6.907818985583537e-08
0.999476867816092 6.82e-07 5.806996596501464e-08
0.9995270114942529 6.249e-07 4.849443215613833e-08
0.9995752873563218 5.732e-07 3.932326047588576e-08
0.9996224137931033 5.262e-07 3.226584579053455e-08
0.9996682471264368 4.838e-07 2.6031172329975216e-08
0.9997125 4.454e-07 2.073390781930689e-08
0.999755316091954 4.109e-07 1.6199848880153233e-08
0.9997966954022989 3.809e-07 1.2129342266664839e-08
0.9998363505747127 3.554e-07 8.586397594376212e-09
0.9998608620689655 2.2414387000000003e-07 6.366655596147459e-09
0.9998752298850575 2.21259618e-07 4.905347060777151e-09
0.9998895977011495 2.1865778000000002e-07 3.6449684490202587e-09
0.9999039655172415 2.16781006e-07 2.5423447359681167e-09
0.9999183333333334 2.15136346e-07 1.7270009963467285e-09
0.9999327011494253 2.131443776e-07 1.137994021919628e-09
0.9999470689655173 2.10745117e-07 7.35469943540352e-10
0.9999614367816092 2.0835717400000001e-07 4.5998007306542676e-10
0.9999758045977012 2.052712368e-07 2.8229823978744603e-10
0.9999901709770115 2.009538628e-07 1.7950846894719361e-10
1.0000045387931034 1.9486561102e-07 1.2382929259382265e-10
1.0000189080459772 1.8813657368e-07 8.766190634340751e-11
1.000033275862069 1.8109104134e-07 6.40484888741282e-11
1.000054827586207 1.6954078022000002e-07 4.29757555629359e-11
1.0000763793103449 1.5793472391e-07 2.9840584523414144e-11
1.0001122988505748 1.37316194512e-07 1.9794088342743274e-11
1.000148275862069 1.17722447518e-07 1.4299236134174692e-11
1.0001841954022987 9.98346602218e-08 1.090501494520093e-11
1.0002201149425287 8.38517703724e-08 8.558618399202922e-12
1.0002560344827585 6.97565273792e-08 6.876453005645965e-12
1.0002919540229884 5.74818030818e-08 5.5745599468615075e-12
1.0003637931034481 3.851039460892e-08 3.714712720026569e-12
1.000435632183908 2.5450901669040004e-08 2.4875456658917303e-12
1.0005074712643678 1.662323687958e-08 1.6755230820325473e-12
1.0005793103448275 1.073813358626e-08 1.1369976751909664e-12
1.000642959770115 4.067226890756303e-09 6.17734971770176e-13
1.0006968390804598 2.6537313432835822e-09 4.4669545001660577e-13
1.0007456896551725 1.8265582655826559e-09 3.3377615410162734e-13
1.0008189655172415 1.0666666666666667e-09 2.175357024244437e-13
1.0008979885057472 6.147368421052631e-10 1.3932248422451013e-13
1.001 3.113553113553114e-10 8.087014280969778e-14
1.0011091954022988 1.5530546623794213e-10 4.832281634008635e-14
1.0011666666666668 1.095166163141994e-10 3.8525406841580866e-14
1.0012040229885057 8.76453488372093e-11 3.4041846562603785e-14
1.0012564655172413 6.418219461697722e-11 3.0056459647957486e-14
1.0012923850574713 5.2034689793195463e-11 2.8395881766854864e-14
1.001330459770115 4.1752577319587627e-11 2.7565592826303552e-14
1.0013606321839081 3.538268506900878e-11 2.7233477250083027e-14
1.0013864942528736 3.092024539877301e-11 2.7897708402524076e-14
1.0014655172413793 2.1264367816091956e-11 1.227167054134839e-13
1.001522988505747 1.6813186813186812e-11 2.82298239787446e-13
1.0016091954022988 1.2061855670103093e-11 4.931916306874792e-13
1.0016954022988507 8.766990291262136e-12 5.679176353370973e-13
1.0017887931034484 6.301369863013698e-12 6.077715044835603e-13
1.0018951149425288 4.345594525235244e-12 5.695782132181999e-13
1.0020790229885057 2.336160370084811e-12 4.63301228827632e-13
1.002257183908046 1.2878254750175933e-12 3.852540684158087e-13
1.0024238505747127 7.482108002602472e-13 3.2713384257721686e-13
1.002587643678161 4.4094488188976375e-13 2.856193955496513e-13
1.0027456896551725 2.657580919931857e-13 2.524078379275988e-13
1.0028922413793104 1.6639828234031133e-13 2.241780139488542e-13
1.0030775862068966 8.985943775100403e-14 1.9096645632680172e-13
1.0032514367816092 4.827259820160909e-14 1.6340086350049816e-13
1.0033864942528736 2.7820570910738558e-14 1.4762537363002324e-13
1.0034841954022988 1.7406593406593406e-14 1.355031550979741e-13
1.003551724137931 1.1800172265288544e-14 1.2504151444702757e-13
